"ID","np","place","feature","type","is_natural","indig_or_wstrn","is_oipn","for_apeople","is_transl","class","erasure","problem","derog","prob_col"
1361,"Great Smoky Mountains","High Rocks","Point of Interest or geologic formation","Shape","Natural","Western","NA - WPN","NA - WPN","No","Object","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1362,"Great Smoky Mountains","Lake Cheoah","Lake","Animal","Human-constructed","Indigenous","no","no",NA,"Animal","Not erasure - evidence it is an original IPN | settler-built WPN","Western use of Indigenous name","No info - not likely, no evidence","#39568CFF"
1363,"Great Smoky Mountains","Little Greenbrier School","Cultural heritage (Western)","Plant","Human-constructed","Western","NA - WPN","NA - WPN","No","Plant","Not erasure - evidence it is an original IPN | settler-built WPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1364,"Great Smoky Mountains","Little Pigeon River","River","Animal","Natural","Western","NA - WPN","NA - WPN","No","Animal","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1365,"Great Smoky Mountains","Little River","River","TBD","Natural","Western","NA - WPN","NA - WPN","No","Other","Yes - know IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1366,"Great Smoky Mountains","Look Rock","Point of Interest or geologic formation","Other","Natural","Western","NA - WPN","NA - WPN","No","Object","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1367,"Great Smoky Mountains","Mingus Mill","Cultural heritage (Western)","Person","Human-constructed","Western","NA - WPN","NA - WPN","No","Person","Not erasure - evidence it is an original IPN | settler-built WPN","Colonialism - non-violent person but gained from Indigenous removal","No info - not likely, no evidence","#1F968BFF"
1368,"Great Smoky Mountains","Mount Cammerer","Mountain","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Yes - know IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1369,"Great Smoky Mountains","Mount Guyot","Mountain","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1370,"Great Smoky Mountains","Mount Le Conte","Mountain","Other","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1371,"Great Smoky Mountains","Mount Sterling","Mountain","Mineral","Natural","Western","NA - WPN","NA - WPN","No","Object","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1372,"Great Smoky Mountains","Mountain Farm Museum","Point of Interest or geologic formation","Other","Human-constructed","Western","NA - WPN","NA - WPN","No","Other","Not erasure - evidence it is an original IPN | settler-built WPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1373,"Great Smoky Mountains","Newfound Gap","Point of Interest or geologic formation","TBD","Natural","Western","NA - WPN","NA - WPN","No","Act","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1374,"Great Smoky Mountains","Noland Creek","River","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","Colonialism - non-violent person but gained from Indigenous removal","No info - not likely, no evidence","#1F968BFF"
1375,"Great Smoky Mountains","Oconaluftee River","River","Indigenous reference","Natural","Indigenous","yes","no",NA,"Place","Not erasure - evidence it is an original IPN | settler-built WPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1376,"Great Smoky Mountains","Oconaluftee Visitor Center","Visitor Center","Indigenous reference","Human-constructed","Indigenous","Built but based on oIPN","no",NA,"Place","Not erasure - evidence it is an original IPN | settler-built WPN","Western use of Indigenous name","No info - not likely, no evidence","#39568CFF"
1377,"Great Smoky Mountains","Raven Fork","River","Animal","Natural","Western","NA - WPN","NA - WPN","No","Animal","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1378,"Great Smoky Mountains","Rich Mountain","Mountain","Mineral","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1379,"Great Smoky Mountains","Roaring Fork Motor Nature Trail","Trailhead","Other","Human-constructed","Western","NA - WPN","NA - WPN","No","Other","Not erasure - evidence it is an original IPN | settler-built WPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1380,"Great Smoky Mountains","Shuckstack","Mountain","Plant","Natural","Western","NA - WPN","NA - WPN","No","Plant","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1381,"Great Smoky Mountains","Silers Bald","Mountain","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","Colonialism - non-violent person but gained from Indigenous removal","No info - not likely, no evidence","#1F968BFF"
1382,"Great Smoky Mountains","Smokemont","Visitor Center","Shape","Human-constructed","Western","NA - WPN","NA - WPN","No","Act","Not erasure - evidence it is an original IPN | settler-built WPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1383,"Great Smoky Mountains","Smoky Mountains","Mountain","Shape","Natural","Western","translation of oIPN","NA - WPN","Translation","Object","Translation of orignal IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1384,"Great Smoky Mountains","Spence Field","Point of Interest or geologic formation","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","Colonialism - non-violent person but gained from Indigenous removal","No info - not likely, no evidence","#1F968BFF"
1385,"Great Smoky Mountains","Sugarland Mountain","Mountain","Plant","Natural","Western","NA - WPN","NA - WPN","No","Plant","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1386,"Great Smoky Mountains","Sugarlands Visitor Center","Visitor Center","Plant","Human-constructed","Western","NA - WPN","NA - WPN","No","Plant","Not erasure - evidence it is an original IPN | settler-built WPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1387,"Great Smoky Mountains","Thunderhead Mountain","Mountain","Other","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1388,"Great Smoky Mountains","Twentymile","Ranger Station","Shape","Human-constructed","Western","NA - WPN","NA - WPN","No","Place","Not erasure - evidence it is an original IPN | settler-built WPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1389,"Hawai'i Volcanoes","Ainapo Trail","Trail","Indigenous reference","Human-constructed","Indigenous","Built but based on oIPN","no",NA,"Place","Not erasure - evidence it is an original IPN | settler-built WPN","Western use of Indigenous name","No info - not likely, no evidence","#39568CFF"
1390,"Hawai'i Volcanoes","Apua Point","Campground","Indigenous reference","Human-constructed","Indigenous","Built but based on oIPN","no",NA,"Place","Not erasure - evidence it is an original IPN | settler-built WPN","Western use of Indigenous name","No info - not likely, no evidence","#39568CFF"
1391,"Hawai'i Volcanoes","East Rift Wilderness","Park region","Natural feature","Natural","Western","NA - WPN","NA - WPN","No","Place","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1392,"Hawai'i Volcanoes","Halape","Campground","Indigenous reference","Human-constructed","Indigenous","Built but based on oIPN","no",NA,"Place","Not erasure - evidence it is an original IPN | settler-built WPN","Western use of Indigenous name","No info - not likely, no evidence","#39568CFF"
1393,"Hawai'i Volcanoes","Hilina Pali Overlook","Point of Interest or geologic formation","Indigenous reference","Human-constructed","Indigenous","Built but based on oIPN","no",NA,"Place","Not erasure - evidence it is an original IPN | settler-built WPN","Western use of Indigenous name","No info - not likely, no evidence","#39568CFF"
1394,"Hawai'i Volcanoes","Hilina Pali Trail","Trail","Indigenous reference","Human-constructed","Indigenous","Built but based on oIPN","no",NA,"Place","Not erasure - evidence it is an original IPN | settler-built WPN","Western use of Indigenous name","No info - not likely, no evidence","#39568CFF"
1395,"Hawai'i Volcanoes","Holei Pali","Point of Interest or geologic formation","Mythology","Natural","Indigenous","yes","no",NA,"Place","Not erasure - evidence it is an original IPN | settler-built WPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1396,"Hawai'i Volcanoes","Holei Sea Arch","Point of Interest or geologic formation","Mythology","Natural","Indigenous","yes","no",NA,"Place","Not erasure - evidence it is an original IPN | settler-built WPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1397,"Hawai'i Volcanoes","Jagger Museum","Visitor Center","Person","Human-constructed","Western","NA - WPN","NA - WPN","No","Person","Not erasure - evidence it is an original IPN | settler-built WPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1398,"Hawai'i Volcanoes","Kaaha","Campground","Indigenous reference","Human-constructed","Indigenous","Built but based on oIPN","no",NA,"Place","Not erasure - evidence it is an original IPN | settler-built WPN","Western use of Indigenous name","No info - not likely, no evidence","#39568CFF"
1399,"Hawai'i Volcanoes","Kaaha Trail","Trail","Indigenous reference","Human-constructed","Indigenous","Built but based on oIPN","no",NA,"Place","Not erasure - evidence it is an original IPN | settler-built WPN","Western use of Indigenous name","No info - not likely, no evidence","#39568CFF"
